,ID,Album,Artist,ISRC,Original Advance Amount,Additional Recoupable Costs,Total Recoupable Costs,Currency,Release Date,First Revenue Date,Contractual Artist Split,Contractual Artist Split After Recoupment,Contract Term (months),Legacy: Expected Time to Repay (in P&L months excluding months where no revenue at the time of the investment),Legacy: Expected time to repay month,Expected Payback Period,1 Year Cum Expected Revenue,2 Year Cum Expected Revenue,3 Year Cum Expected Revenue,Number of Streaming Services above 2,Number of Streams & Youube Views (as of pool cut date),Total Gross Royalty Revenue Earned,Total Instrumental Split of Revenue,Total Artist Revenue,Total Revenue Paid to Artist,Total Expected Revenue to date,Actual to Expected Revenue,Outstanding principal / advance,Revenue Month (i.e. number of months receiving revenue),Currency.1,Expected Repayment Term,Max Advance,Minimum Streaming Services,Inactivity (received revenue vs expected - tested after 6 months from origination date),ELIGIBLITY CRITERIA CHECK,EXCEPTION LOAN,STATUS,Monthly Revenue Collected,3/9 Month Average monthly collections,Remaining Term,Remaining PV Term,Future Revenue,Revenue until Artist Recoups,Future Cashflows 3 years,Eligible Portfolio Value,Net Eligible Portfolio Value (*80%),Buyback?,Buyback Amount,Buyback Date,Agreement with Company,Date of Agreement
188,7q04SnX5wjWfkGE1c3Dvif,The Girl You Call Best Friend,Aria Rayes,QZK6L2052116,78895,3759,1101,USD,2023-06-01,2023-07-01,0.4998527234,0.1694816938,31,21,8,31,3164,8976,8314,3,52839,25261,92653,95331,77582,75808,0.3312923487,95714,19,USD,16,239236,2,1,0,1,Inactive,2860,7626,14,21,129594,414692,424340,496624,354539,Yes,221172,2023-12-31,Agreement 1,2023-06-01
189,0JLrHB2DQtk2fqV8OhPrMg,Disarray,Noah Bowman,ushm92294838,66798,3714,2888,USD,2023-06-01,2023-07-01,0.3008215084,0.3741126259,14,6,22,18,4160,6029,7840,1,65451,34925,20914,63457,34698,68099,0.1629411126,68440,21,USD,26,453495,3,0,1,1,Active,6076,4689,34,13,252503,343959,234425,273515,230743,Yes,350663,2023-12-31,Agreement 3,2023-06-01
190,311PuJBTg6cuHmsfTbaaUU,You Got Me Like,GABLE,TCAGO2210722,94272,4025,2226,USD,2023-06-01,2023-07-01,0.3990359103,0.3603066116,30,6,18,28,6487,2344,5273,2,76996,35515,42887,70227,74065,83063,0.1152198156,40562,10,USD,31,298604,3,0,1,1,Active,6221,5923,32,24,198128,338770,193211,448320,181973,Yes,138197,2023-12-31,Agreement 2,2023-06-01
191,0kFVbB5cmgPAVhQrJUVoLz,POPSTARB!TCH,Personal Trainer,FRIDO2210009,42515,1244,2537,USD,2023-06-01,2023-07-01,0.1797181229,0.1531819913,22,19,7,14,4426,5884,1343,2,35605,31943,34131,36442,29000,86182,0.5685520578,97945,29,USD,24,172043,4,1,0,0,Inactive,2640,5689,25,18,249629,482787,321751,342221,458503,No,314124,2023-12-31,Agreement 4,2023-06-01
192,6cmm1LMvZdB5zsCwX5BjqE,Down,Jay Sean,USCM50900094,79725,2568,3873,USD,2023-06-01,2023-07-01,0.356925255,0.4784622993,23,11,14,27,2720,3354,6119,3,71910,62718,43401,52282,33127,69367,0.1634682645,27903,29,USD,17,306929,1,1,0,1,Active,6320,5000,18,18,302223,129596,440833,125797,248366,Yes,381872,2023-12-31,Agreement 4,2023-06-01
193,6J2rMSRhgb4HuX6dWgM3nJ,I Melt with You,Modern English,GBAFL8200036,56877,3759,3068,USD,2023-06-01,2023-07-01,0.4665168937,0.1245928928,15,12,13,16,3570,4279,6927,1,35477,94178,71317,60860,40518,60913,0.2809542396,32179,21,USD,19,111197,1,0,0,0,Inactive,7768,2707,35,17,289358,248816,408068,280146,408547,Yes,100866,2023-12-31,Agreement 2,2023-06-01
194,6ap9lSRJ0iLriGLqoJ44cq,CITY OF ANGELS,24kGoldn,USQX91902803,28086,2814,2521,USD,2023-06-01,2023-07-01,0.2536893506,0.3254359677,14,14,11,22,2134,7018,4356,3,72881,93207,54941,81051,31126,90326,0.8515167437,30371,19,USD,22,195630,1,1,1,1,Active,3800,2761,30,14,179771,150682,141519,397803,397782,No,229332,2023-12-31,Agreement 4,2023-06-01
195,6Iqs50fjfNdphBdsg2SLFs,City of Angels - Neanderthal Remix,Em Beihold,QZK6H2019075,15991,3956,3672,USD,2023-06-01,2023-07-01,0.3920983327,0.305536968,35,23,13,29,4187,3499,7754,3,94134,43824,61110,91743,47381,15018,0.9566731563,62586,13,USD,31,458398,2,0,0,0,Active,9087,9187,20,32,144360,251337,378228,243186,110393,Yes,258272,2023-12-31,Agreement 4,2023-06-01
196,5mC1otobih2VvUUIA3QNXc,City of Angels - Gaspar Narby Remix,Em Beihold,CH8092001545,56050,1894,3009,USD,2023-06-01,2023-07-01,0.4407320125,0.442073451,18,22,17,27,6056,6379,6483,3,11898,66874,18536,65772,98429,92724,0.8290246351,99306,23,USD,21,308749,1,1,0,1,Inactive,2947,7549,19,20,221299,174983,448173,445484,401870,Yes,443234,2023-12-31,Agreement 2,2023-06-01
197,6eipQrmTw1N3nUfgLlEa2R,Nobody Else,Summer Walker,USUM71919096,62047,2974,2809,USD,2023-06-01,2023-07-01,0.1225092087,0.2507572914,34,13,9,32,1505,7538,1390,4,75055,82427,34792,79696,89540,63132,0.5760881539,78072,15,USD,33,386765,3,1,0,0,Inactive,8800,7147,25,18,408196,432980,394280,233732,312638,Yes,427081,2023-12-31,Agreement 4,2023-06-01
198,1HMQmOWrkieKYWlFsjUP3D,Bloom - Bonus Track,The Paper Kites,TCAAZ1171906,52711,4819,4558,USD,2023-06-01,2023-07-01,0.4171918777,0.467908997,15,10,11,24,3617,5621,9464,4,77206,30420,53152,72619,70237,11081,0.5040651302,32243,33,USD,35,137655,4,0,1,1,Active,9748,8411,24,26,122892,389878,424377,216092,449739,Yes,363371,2023-12-31,Agreement 2,2023-06-01
199,1YZEz8SPyDrxvOX1WTMPpz,Gimme The Night,St. Lucia,CAN112200538,84657,1883,2319,USD,2023-06-01,2023-07-01,0.4488681208,0.4196951339,28,20,17,29,8504,9003,6398,3,77678,49778,98990,65173,93876,94263,0.5836365518,27507,33,USD,22,478846,4,0,1,0,Inactive,2459,7698,17,29,154545,483282,111301,317343,110158,No,398452,2023-12-31,Agreement 2,2023-06-01
200,410ZZP746AQeiywhKvXWCo,SORRY NOT SORRY,"Tyler, The Creator",USQX92301939,88936,4992,3779,USD,2023-06-01,2023-07-01,0.2068645073,0.3397704152,33,7,18,29,6217,7895,3370,1,79698,61041,51263,70132,51748,90425,0.6466656169,29982,21,USD,13,220464,4,1,1,1,Active,3810,6055,35,12,180436,101628,227108,211130,206598,Yes,194463,2023-12-31,Agreement 2,2023-06-01
201,1hSt8GrnVIqKPOVDSVUKGv,Nice Try,Luca Mele,TCAGK2239745,47662,3691,4370,USD,2023-06-01,2023-07-01,0.4012172461,0.4152149736,18,11,6,26,1209,4085,9771,4,31748,37987,70515,76994,49594,50589,0.8699175483,17826,8,USD,16,304523,1,1,0,1,Inactive,1746,7671,21,21,454218,141500,345616,263970,384376,No,399012,2023-12-31,Agreement 3,2023-06-01
202,4iOVKFweQb4yUgaGWwem1P,Everybody Leaves,Karina Grace,QZK6F2013123,64349,3826,3301,USD,2023-06-01,2023-07-01,0.3895696865,0.453524879,21,21,9,26,2714,1303,2912,2,68723,87278,68285,97049,30773,24411,0.6940041201,20819,9,USD,17,442174,1,1,1,1,Inactive,3524,5499,35,35,384984,128175,490736,301853,274907,No,360445,2023-12-31,Agreement 2,2023-06-01
203,3AKi03eGpPCvRhlSCiNO0o,"together, you and i",Lo Beeston,QZNWQ2098227,43358,2412,2391,USD,2023-06-01,2023-07-01,0.1996309894,0.2989810338,31,17,8,33,1334,1776,3380,1,33612,34830,55727,95929,44498,60297,0.5183762233,12346,12,USD,26,380298,3,1,1,1,Active,8290,4153,22,22,314208,418850,182795,396477,486865,Yes,334929,2023-12-31,Agreement 1,2023-06-01
204,55PK5BsSnePgVJd2VC7JlU,BLAME YOU,RomancePlanet,QZDA52338080,98949,4465,4462,USD,2023-06-01,2023-07-01,0.4745435957,0.3158569476,16,23,22,25,1012,1245,3651,1,44540,38960,54747,28160,29654,61740,0.3349489534,26627,20,USD,34,283172,2,0,1,1,Active,4547,3921,14,28,453943,213149,134119,459160,337334,Yes,301478,2023-12-31,Agreement 2,2023-06-01
205,3i8Kar54R4i4gFskRLtnuE,Demand - Goldhouse Remix,Macky Gee,UK6KW2100052,48608,4572,4748,USD,2023-06-01,2023-07-01,0.3311998975,0.2636021285,25,12,19,17,8398,6428,7077,1,83448,13270,36543,74271,76998,49920,0.5170901338,92039,21,USD,17,451679,3,1,0,0,Active,9422,5894,27,34,326066,349975,388952,487591,314412,Yes,475138,2023-12-31,Agreement 1,2023-06-01
206,57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony,The Verve,GBUM71601816,73181,2800,1730,USD,2023-06-01,2023-07-01,0.229182783,0.113313214,13,14,15,18,3793,8716,4008,3,26649,26295,22020,28733,52746,66421,0.8905498643,96221,25,USD,13,152253,4,1,0,1,Active,1639,8475,21,30,271752,467527,434136,155755,334067,Yes,454051,2023-12-31,Agreement 3,2023-06-01
207,4rdIhBrlaAOPnlTlugZBgz,echo,Alexander Stewart,GBKPL2277740,49502,3601,1547,USD,2023-06-01,2023-07-01,0.2534067689,0.2077129413,33,16,17,21,9839,4711,8759,2,92314,90659,12005,68385,50846,82594,0.6131023535,64719,34,USD,21,452423,2,0,0,0,Active,8266,5383,25,31,248136,155531,116714,454658,116507,No,146214,2023-12-31,Agreement 2,2023-06-01
208,4vGhqQ09rz7qWgNWBdoHZk,We Can Change the World,Graham Nash,USAT20000365,80731,1476,3685,USD,2023-06-01,2023-07-01,0.109855052,0.1737800312,23,21,23,20,8244,7455,2949,4,19849,64848,95580,66878,84400,48672,0.2267492347,85844,18,USD,14,132378,3,1,0,0,Active,5342,4208,24,18,233711,305432,264489,193444,139987,Yes,263831,2023-12-31,Agreement 2,2023-06-01
209,3nDjCWmn3FHTI9q8y2twLS,agenda,che,QZRP52171707,36194,2563,4827,USD,2023-06-01,2023-07-01,0.2384913663,0.1637464449,30,10,7,28,8316,4793,9308,3,37790,59588,99974,65849,12364,87050,0.941136294,15167,26,USD,22,326986,1,0,1,0,Inactive,9566,9858,33,20,137433,434554,159164,489705,113094,Yes,310537,2023-12-31,Agreement 1,2023-06-01
210,3pxCXv0NACYfYnLjFcQW5D,Addicted,Saving Abel,USVI20701296,77940,2874,2942,USD,2023-06-01,2023-07-01,0.3101248704,0.1989553474,13,16,19,25,1273,7623,5278,4,88064,60620,95492,91066,59090,41022,0.4345282207,56296,22,USD,33,310886,3,0,1,1,Inactive,1407,7758,16,19,164276,183253,263614,105278,124764,Yes,491347,2023-12-31,Agreement 1,2023-06-01
211,086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,GBCEL1300370,12167,2588,4640,USD,2023-06-01,2023-07-01,0.3477748764,0.1670547329,16,23,17,18,1206,5824,7140,1,93186,33972,42127,39059,84640,74560,0.4718906808,21835,11,USD,35,196190,3,0,0,1,Inactive,3552,3821,23,20,139839,366449,139534,311465,244173,No,488406,2023-12-31,Agreement 4,2023-06-01
212,4SqWKzw0CbA05TGszDgMlc,I Love You So,The Walters,TCACC1438995,29325,4732,2482,USD,2023-06-01,2023-07-01,0.3667006404,0.2764852234,21,10,15,27,3866,8257,2131,3,60609,32329,92637,51946,41751,14901,0.7460268382,57249,30,USD,18,405286,4,1,0,1,Active,5164,6876,33,31,460761,350732,327259,481106,152133,No,261989,2023-12-31,Agreement 2,2023-06-01
213,3uvQsiIBs9ceN3hwSp3WJ1,PWR nApp,Napolicity,SE5IB2213049,62807,3113,1870,USD,2023-06-01,2023-07-01,0.2199312322,0.3105520785,17,23,8,34,8004,7850,3020,2,59867,19504,37756,35727,58771,69596,0.5350850312,21274,33,USD,25,467842,3,1,0,1,Inactive,8093,2572,32,30,125652,352517,460114,365449,490382,No,122585,2023-12-31,Agreement 3,2023-06-01
214,1vNRCrnzcUB6UQP3npT3t0,Imitadora - Slowed + Reverb,Japanic,QZK6J2065542,83870,3609,4813,USD,2023-06-01,2023-07-01,0.264514174,0.3946936721,19,6,11,16,4591,4260,1904,2,99712,68909,24653,24345,32517,35534,0.9883114589,24684,20,USD,24,468758,1,1,0,1,Active,2284,5453,14,33,465579,477467,350156,333249,173625,Yes,423145,2023-12-31,Agreement 2,2023-06-01
215,50hEQMhBdmMVsh4YEcIi0M,World Record,Jessica Baio,USCGH2043959,77422,3998,1959,USD,2023-06-01,2023-07-01,0.3961371685,0.2545472285,27,19,19,35,4080,1709,5144,3,89772,73607,28661,89770,55890,53671,0.6637579036,74002,23,USD,14,391287,2,1,1,0,Inactive,8969,9190,23,27,237533,346107,478053,228260,171867,Yes,221426,2023-12-31,Agreement 4,2023-06-01
216,5YqpHuXpFjDVZ7tY1ClFll,Heartbeats,José González,SEVVX0300201,25297,4046,3377,USD,2023-06-01,2023-07-01,0.1930099986,0.2754813133,32,10,15,35,3941,9372,8692,2,50699,44170,62984,15319,91299,30573,0.6358664906,86396,16,USD,28,287923,4,0,0,1,Active,6306,9283,35,27,323028,279467,179777,200324,240471,Yes,421585,2023-12-31,Agreement 3,2023-06-01
217,4KVA3TGc3YN47MszhgJT6n,American Boy,juno roome,CAENV2066892,94179,1004,1172,USD,2023-06-01,2023-07-01,0.3168260664,0.3572798793,32,9,9,23,4250,4290,5908,3,42109,39680,49674,94447,85229,85394,0.3254578956,97512,19,USD,29,445374,1,0,1,1,Inactive,1998,1481,27,35,412520,363621,290399,476141,235730,Yes,414298,2023-12-31,Agreement 1,2023-06-01
218,28bfZFD8441ZCEDSRNiolF,Give It A Rest,The Arcadian Wild,QZVGN2200013,96181,3141,2325,USD,2023-06-01,2023-07-01,0.2872983543,0.4724323191,24,6,8,34,5249,1006,7841,2,15780,29247,27947,44611,90648,76895,0.8649183551,78680,7,USD,14,428558,2,0,0,0,Active,9145,5687,16,14,445840,149966,319870,243698,281773,Yes,469764,2023-12-31,Agreement 3,2023-06-01
219,00opUOSpJC9pGgyeQ0CxdA,Scared Of Love (with instrumental by Ghost Loft),Juice WRLD,USUG11800949,29567,3146,2545,USD,2023-06-01,2023-07-01,0.1566439441,0.1451128202,30,15,6,18,6785,4779,3586,4,10566,72467,46103,72002,44173,56662,0.9567602607,12864,14,USD,20,105978,2,1,0,1,Active,7049,4143,28,29,443409,374595,109268,177867,104572,Yes,249996,2023-12-31,Agreement 4,2023-06-01
220,7rCIAGSURbhttJMeezTQ2T,Are You Proud Of Me Now?,Dagames,QZK6N2379643,26472,2166,3412,USD,2023-06-01,2023-07-01,0.1083847578,0.1295084604,23,18,14,28,2121,5085,1665,1,31289,90784,36347,34700,21334,92953,0.3167006906,39809,31,USD,15,154559,1,1,1,1,Active,2948,9478,22,13,398421,110405,435740,121962,302642,Yes,444729,2023-12-31,Agreement 3,2023-06-01
221,7z3EXUkDIgi6y3L46JSklf,Attention Span,Rebelution,ushm20777317,94497,4955,1181,USD,2023-06-01,2023-07-01,0.3414556801,0.1878384795,29,14,16,14,4670,6005,6942,4,23373,90211,65960,35840,51139,24707,0.3697911373,35693,16,USD,19,236854,2,0,0,1,Inactive,9816,6429,29,17,140827,466999,433408,416322,132116,No,416637,2023-12-31,Agreement 3,2023-06-01
222,0lHxMM6EQRv0dTu1Euk9qr,Postcard Lover,NIKKITA,SE6SA2010035,38204,1299,3863,USD,2023-06-01,2023-07-01,0.2619527803,0.4556498957,16,14,14,20,3933,6223,9141,1,38020,43403,48971,17475,80158,42439,0.3583767392,37956,19,USD,27,310646,2,0,1,1,Inactive,4540,8234,20,34,346743,314495,419754,312831,107694,No,262783,2023-12-31,Agreement 1,2023-06-01
223,6xniBg7UJ03jcyvOgfWVJk,FELT,Nate Traveller,QM24S2202975,42687,1653,3622,USD,2023-06-01,2023-07-01,0.246683654,0.2857655683,32,19,19,24,4355,1942,4443,3,28359,51708,96739,47583,34409,63868,0.2852022424,42908,11,USD,24,108687,3,0,1,1,Inactive,6676,1942,30,35,172929,110396,204828,258873,489697,Yes,347497,2023-12-31,Agreement 3,2023-06-01
224,0QbRfr3pJtHGxhIpIMYmbN,Young At Heart,Frank Sinatra,USRH10800806,71955,1811,2900,USD,2023-06-01,2023-07-01,0.2820961541,0.189959084,35,17,6,12,8850,8361,5517,2,23346,83398,65861,30632,79433,82882,0.3992710122,96499,33,USD,19,195394,2,1,1,1,Active,3392,2211,15,22,295515,360389,133127,165890,203179,Yes,252772,2023-12-31,Agreement 4,2023-06-01
225,6NP5mne71yGCzjQWr6jQ7S,Black Cat,Mayday Parade,US5260709902,11876,1795,4910,USD,2023-06-01,2023-07-01,0.3864004044,0.4676428863,34,22,7,14,1973,5152,4860,1,43415,70652,48089,57656,86573,14293,0.3276474575,66360,6,USD,35,178682,2,1,0,1,Active,5867,8151,12,33,393129,481406,304750,266031,464190,Yes,334139,2023-12-31,Agreement 2,2023-06-01
226,7AZKhCv42lpck4QnTnVlvA,King Size Bed,Liam Ferrari,UKGB31600142,53090,1414,3760,USD,2023-06-01,2023-07-01,0.3764492519,0.1176714937,20,19,10,32,5373,8582,7451,2,82237,57837,31203,44858,69392,91190,0.1218404402,60906,17,USD,33,465977,2,1,0,1,Inactive,8882,5754,24,22,255945,204445,129111,344580,486730,Yes,304915,2023-12-31,Agreement 3,2023-06-01
227,2dpaYNEQHiRxtZbfNsse99,Happier,Marshmello,USUG11801651,99386,1897,2418,USD,2023-06-01,2023-07-01,0.4528624623,0.242318543,18,22,22,25,4875,2124,2400,2,30429,78142,63111,62505,93860,29165,0.8391783212,60105,8,USD,13,356632,2,0,0,0,Inactive,2527,7954,25,30,267678,265942,498457,349306,183474,Yes,268348,2023-12-31,Agreement 2,2023-06-01
228,4kdl5LATOjf8q4bvubBlBI,Dancing in the Sky,Dani and Lizzy,USHM81323578,12337,1626,4929,USD,2023-06-01,2023-07-01,0.2350281661,0.2084621991,31,23,11,26,4529,4564,5842,4,63408,26179,62658,78610,85747,51804,0.242769205,64671,28,USD,14,454926,4,0,0,0,Active,7634,6652,31,15,274779,269487,347504,223612,332419,No,350772,2023-12-31,Agreement 2,2023-06-01
229,4GhLjFskAPeIFb1pndDgaG,The Internet Song,Ben Michals,QZNWZ2042667,19093,1391,4162,USD,2023-06-01,2023-07-01,0.4648638897,0.4846937937,35,19,19,26,7680,5296,8932,2,91610,83803,63916,43040,39832,79058,0.4637893904,11540,12,USD,32,373659,2,1,1,0,Inactive,5380,3583,13,25,374983,332088,234081,337652,103034,No,174626,2023-12-31,Agreement 4,2023-06-01
230,5TU1cWjUGyVKjSnIIxRSEf,Promise Me,Badflower,USCJY1854020,78209,4648,1507,USD,2023-06-01,2023-07-01,0.2438054367,0.452666663,17,22,8,25,4874,3576,6137,1,23239,26799,15375,13017,89959,74322,0.4842485651,94094,30,USD,13,403025,1,1,1,1,Inactive,5587,9995,33,17,153333,194450,251294,375141,218180,Yes,494081,2023-12-31,Agreement 4,2023-06-01
231,1IrUtiuz3vvVGBrZBURdMh,Summer Haze,Lennox Lorenzo,SE5IB2201953,62121,1668,2590,USD,2023-06-01,2023-07-01,0.3604111251,0.3107668278,28,15,10,17,4734,9475,3477,3,92140,14831,62883,23146,27096,49976,0.6318844361,99707,32,USD,27,364650,3,1,1,1,Inactive,9756,5149,18,19,427739,178537,201722,449089,355525,No,404044,2023-12-31,Agreement 2,2023-06-01
232,1SOClUWhOi8vHZYMz3GluK,Infinity,Jaymes Young,USAT21700859,69420,4703,3120,USD,2023-06-01,2023-07-01,0.2155456381,0.3364801439,28,12,8,13,7412,4405,4236,3,18113,31225,59214,79128,61898,85766,0.2032492003,61305,35,USD,23,209164,4,0,1,0,Inactive,4021,8340,18,34,348137,240579,157471,387140,272337,Yes,214571,2023-12-31,Agreement 2,2023-06-01
233,05WIYJYtnZHUmL1uuYmvY1,Move On - Bonus,Lil Tjay,USSM12005938,22749,1692,2092,USD,2023-06-01,2023-07-01,0.1951647304,0.1343226462,25,6,10,13,1609,9406,2385,2,83698,81091,82257,73337,90959,41936,0.5979229208,52224,35,USD,17,381453,3,0,1,0,Active,1064,4858,16,21,401251,145414,375856,448973,250966,No,220090,2023-12-31,Agreement 1,2023-06-01
234,2lx6tzVwOFxjT3j1MIE3Fm,Swimmingly,Dylan Sitts,SE5Q51805425,83316,2864,4738,USD,2023-06-01,2023-07-01,0.2515835801,0.2779447501,20,10,23,23,8805,5373,2705,3,65021,73389,91225,95644,98771,37827,0.7044357663,12154,29,USD,22,231162,4,1,0,1,Active,9989,3565,25,24,433762,274968,252188,393034,315754,Yes,311625,2023-12-31,Agreement 2,2023-06-01
235,4GpT0HK2Gwuu4qiNlWW78L,Suitcase Heart,Tyler Cain,TCADI1709370,74710,3099,4103,USD,2023-06-01,2023-07-01,0.181272426,0.2469610886,35,19,16,22,6308,9703,6393,4,76189,19544,50342,81414,11945,79766,0.9567364121,95582,35,USD,31,251638,2,0,1,0,Inactive,1896,1810,24,14,352641,302524,407502,128815,489680,Yes,115052,2023-12-31,Agreement 4,2023-06-01
236,1eW4XynQ3uk7Xi01hAzedv,Distance,Tory Lanez,CA5KR2138594,46317,4881,3724,USD,2023-06-01,2023-07-01,0.2788633894,0.2329532382,35,9,7,35,7073,7411,1995,4,66980,67257,14007,62861,43499,16249,0.6553297369,49799,30,USD,16,212064,1,1,0,0,Inactive,8396,2210,24,31,141626,460475,104615,264965,115365,No,336143,2023-12-31,Agreement 3,2023-06-01
237,3XkNkpfHFB0hoS13DdzJup,Whole Heart (Hold Me Now) - Live,Hillsong UNITED,AUHS01811228,96297,2173,2612,USD,2023-06-01,2023-07-01,0.3104397684,0.3425411019,25,20,18,19,2391,5579,5311,4,98682,35628,93960,47271,65289,32544,0.5655115143,78018,9,USD,22,391717,2,0,0,0,Active,3664,9702,23,13,324362,435679,452350,487755,483665,Yes,452084,2023-12-31,Agreement 2,2023-06-01
238,4pYeUDdI0WoiNNOrptcK85,Kingdom of One,Maren Morris,USG4X1900003,14238,1223,3495,USD,2023-06-01,2023-07-01,0.4331571278,0.1088492451,34,11,23,31,3876,7754,7473,4,20995,38059,69590,84059,83534,13130,0.399975293,90752,28,USD,29,313133,3,0,1,0,Inactive,6791,9106,32,25,497610,350269,325990,251579,125136,No,242050,2023-12-31,Agreement 2,2023-06-01
239,24wB3ojvyx9J147LKn4qn8,Do What You Love,Josh Ross,CALNJ2000003,68674,1026,2303,USD,2023-06-01,2023-07-01,0.3809586932,0.3430030163,27,22,19,28,8956,2489,3286,2,41519,51845,99866,33858,83103,11586,0.3659636911,43928,35,USD,30,355967,4,1,0,1,Inactive,8279,7649,23,15,373707,257345,418456,277956,198146,Yes,297630,2023-12-31,Agreement 2,2023-06-01
240,3vbxQpZdIXJ3oALBd8OyQ6,Come On! Feel the Illinoise! Part I: The World's Columbian Exposition Part II: Carl Sandburg Visits Me In A Dream,Sufjan Stevens,US64G0501403,95947,2279,3206,USD,2023-06-01,2023-07-01,0.4206534807,0.2586156019,25,7,17,27,4753,8624,2106,3,12763,99410,26497,40182,47830,71345,0.9804703843,14375,34,USD,15,278214,4,1,0,0,Inactive,4267,1990,22,35,182520,478244,189411,420384,388617,No,140123,2023-12-31,Agreement 4,2023-06-01
241,075qcpR3BnxD5CWUIx1HTr,This Bar,Morgan Wallen,QZ22S1800099,48684,4402,3010,USD,2023-06-01,2023-07-01,0.2051786247,0.4813467928,24,12,16,33,5105,8802,3507,1,44381,98988,84016,12360,20038,76361,0.4909157833,74149,25,USD,18,308878,4,1,0,0,Inactive,8642,9247,14,21,127460,171842,213796,284927,283495,Yes,484887,2023-12-31,Agreement 2,2023-06-01
242,4xSjIgsYgd36OAK4QZ55Pr,If I Never See Your Face Again,Maroon 5,USUM70731559,96821,1717,3110,USD,2023-06-01,2023-07-01,0.4077441895,0.1861550845,28,21,19,13,5406,1097,2137,2,61665,10887,39557,21968,82188,30656,0.7236413386,77448,14,USD,14,152810,1,1,1,1,Active,6925,2805,13,27,299539,258930,480169,156349,170803,Yes,417579,2023-12-31,Agreement 2,2023-06-01
243,0QZ5yyl6B6utIWkxeBDxQN,The Night We Met,Lord Huron,US53Q1200103,33522,1320,3054,USD,2023-06-01,2023-07-01,0.4699796988,0.1058077392,24,19,13,19,6405,7848,6677,4,89445,84731,62845,51228,70937,24857,0.3150407172,93401,10,USD,32,117078,4,0,0,0,Inactive,1191,3393,29,18,337234,492400,259133,117572,138489,No,267306,2023-12-31,Agreement 2,2023-06-01
244,4U45aEWtQhrm8A5mxPaFZ7,Vienna,Billy Joel,USSM17700373,96907,4332,3463,USD,2023-06-01,2023-07-01,0.1788130619,0.129642,18,8,17,13,3100,6360,2745,2,60027,21877,51327,98329,59520,15155,0.2488183336,30763,14,USD,29,199242,4,1,1,1,Inactive,1403,4666,23,16,107628,460418,332345,494980,159589,Yes,243654,2023-12-31,Agreement 1,2023-06-01
245,0NslHuacjxQYfUTOW3HCIV,New Slang - 2021 Remaster,The Shins,USSUB2141506,27648,4480,1202,USD,2023-06-01,2023-07-01,0.3152146861,0.3399914147,13,11,9,35,3986,7533,6574,4,31740,50560,37843,85747,86363,99032,0.7051981509,14101,23,USD,17,361657,2,1,1,0,Active,9720,3863,20,17,198016,379323,179438,251173,376863,No,334011,2023-12-31,Agreement 2,2023-06-01
246,760jhRscwGbIIe1m1IIQpU,Surface Pressure,Jessica Darrow,USWD12112914,96014,2476,4684,USD,2023-06-01,2023-07-01,0.1313164855,0.4182829908,12,6,10,18,3843,2650,2766,1,68224,11141,88224,11276,60778,90380,0.9281275726,81225,12,USD,12,105124,3,0,1,0,Active,2148,5829,12,19,332779,439460,450391,307840,155018,No,294993,2023-12-31,Agreement 3,2023-06-01
247,6M3QZa7KsrLUrabJZxyLGr,You're Okay,brodyn,QZHNB1973911,87184,4669,2525,USD,2023-06-01,2023-07-01,0.3726897268,0.1316683574,31,10,17,25,6562,2684,5221,3,34967,95357,76621,84601,20455,97678,0.6962681072,81991,26,USD,35,229468,1,0,0,1,Active,6873,4033,35,14,357389,309411,398885,106093,194809,Yes,165581,2023-12-31,Agreement 1,2023-06-01
248,2JAZdnv9oWBOZKIwlH3xVN,Don't Say That,Ricky Montgomery,USWB12300658,63554,3726,1634,USD,2023-06-01,2023-07-01,0.2706070224,0.4568847826,12,9,20,12,8648,6356,8913,3,72354,37486,22081,73191,39167,92225,0.8953396503,13243,27,USD,22,402341,3,1,1,1,Active,1568,2343,26,32,292639,272558,227796,321806,133951,No,316472,2023-12-31,Agreement 4,2023-06-01
249,2X6Qpdy5ZXc6WZKoXkrnEB,Teenage Dream x Put Your Records On,Darcy Stokes,QZFZ22150794,60771,4139,4093,USD,2023-06-01,2023-07-01,0.1325548238,0.4320672855,32,21,12,27,6631,5881,8955,2,54544,55407,23417,16395,61907,62224,0.3659903608,18177,18,USD,25,336683,3,1,1,1,Inactive,4048,5883,16,20,245095,348727,426629,491544,117856,No,143478,2023-12-31,Agreement 3,2023-06-01
250,3nAq2hCr1oWsIU54tS98pL,Waves,Kanye West,USUM71603079,37473,4991,4293,USD,2023-06-01,2023-07-01,0.2930704743,0.194216641,23,15,9,26,3026,7273,3765,4,27321,82718,15209,92608,92997,67202,0.6711680968,50775,31,USD,33,466555,4,1,1,1,Inactive,9394,6188,13,35,352835,176846,443026,419733,300815,Yes,289533,2023-12-31,Agreement 1,2023-06-01
